Brand:,Product name,Processor,Video graphics,RAM,Hard drive,Display,Display Resolution,Operating System,Keyboard,Battery,Webcam,Connections,Dimensions,Weight,Colors,Warranty,Price,Processor Details,Power supply type,Laptop Color,Finger Print,Pointing device,Optical drive,Series :,Brand:_encoded,Video graphics_encoded,Display_encoded,Colors_encoded,Display Resolution_encoded,Operating System_encoded,Keyboard_encoded,Battery_encoded,Webcam_encoded,Connections_encoded,Processor Details_encoded,Weight_numeric,Price_bin
HP,Victus16-r1029nia,Intel® Core™ i5-14450HX,Nvida GeForce RTX 3050,16 GB DDR5-5600 MT/s (2 x 8 GB) Transfer rates up to 5600 MT/s. 2 x 8 GB,1 TB PCIe® Gen4 NVMe™ M.2 SSD,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",1920 x 1080,DOS,"Full-size, backlit, performance blue opaque keyboard with numeric keypad","4-cell, 70 Wh Li-ion polymer",HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",357.9 x 255 x 23.5 mm,2.31 kg,Performance blue,1 Year,-0.2926441347195389,"up to 4.8 GHz with Intel® Turbo Boost Technology, 20 MB L3 cache, 10 cores, 16 threads",,,,,,,3,201,202,90,5,0,141,112,90,45,410,2.31,Low
Lenovo,LOQ 15ARP9,AMD Ryzen™ 5 7235HS,NVIDIA® GeForce RTX™ 3050,12GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",1920 x 1080,Windows11 Home,"White backlit, English (US)",60Wh,HD 720p with E-Shutter,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",359.86 x 258.7 x 21.9-23.9 mm,2.38 kg,Luna Grey,1 Year,-0.48653153771010843,"4C / 8T, 3.2 / 4.2GHz, 2MB L2 / 8MB L3",,,,,,,6,109,202,64,5,30,221,167,71,436,277,2.38,Low
Lenovo,LOQ 15IRX9,Intel® Core™ i7-13650HX,NVIDIA® GeForce RTX™ 3050,24GB 2x 12GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",1920 x 1080,DOS,"White Backlit, Arabic",Integrated 60Wh,FHD 1080p with E-shutter,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",359.86 x 258.7 x 21.9-23.9 mm,2.38 kg,Luna Grey,1 Year,-0.18185133301064202,"14C (6P + 8E) / 20T, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB",,,,,,,6,109,202,64,5,0,217,213,52,436,110,2.38,Low
ASUS,ROG Strix G16 G615LR-GR132W,Intel Core Ultra 9 275HX,Nvidia GeForce RTX 5070Ti 12GB,32GB DDR5-5600 SO-DIMM,1TB PCIe® 4.0 NVMe™ M.2 SSD,"16-inch FHD+ 16:10 (1920 x 1200, WUXGA) IPS-level anti-glare display sRGB: 100% Refresh Rate: 165Hz Response Time: 3ms G-Sync MUX Switch + NVIDIA® Advanced Optimus Support Dolby Vision HDR : Yes",1920x1200,Windows 11 Home,Backlit Chiclet Keyboard 4-Zone RGB,"90WHrs, 4S1P, 4-cell Li-ion",1080P FHD IR Camera for Windows Hello,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 3x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x 2.5G LAN port 2x Thunderbolt™ 5 with support for DisplayPort™ / power delivery / G-SYNC (data speed up to 120Gbps),354 x 268 x 22.8 ~ 30.8 mm,2.65 Kg,Black,1 Year,2.366383106293986,"2.7 GHz (36MB Cache, up to 5.4 GHz, 24 cores, 24 Threads); Intel® AI Boost NPU up to 13TOPS",,,,,,,0,251,514,11,11,19,42,192,3,149,187,2.65,Medium
ASUS,ROG Zephyrus G14 GA403WR-WH320W,AMD Ryzen™ AI 9 HX 370,Nvidia GeForce RTX 5070 Ti,32GB,1TB PCIe® 4.0 NVMe™ M.2 SSD,14-inch 3K OLED 16:10 aspect ratio 120Hz,2880 x 1800,Windows11 Home,Backlit Chiclet Keyboard 1-Zone RGB,"73WHrs, 4S1P, 4-cell Li-ion",1080P FHD IR Camera for Windows Hello,1x Type-C USB 4 with support for DisplayPort™ / power delivery (data speed up to 40Gbps) 1x USB 3.2 Gen 2 Type-C with support for DisplayPort™ / power delivery / G-SYNC (data speed up to 10Gbps) 2x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x card re,311 x 220 x 15.9 x18.3 mm,1.57 Kg,White,1 Year,2.21407070214468,"2.0GHz (36MB Cache, up to 5.1GHz, 12 cores, 24 Threads); AMD XDNA™ NPU up to 50TOPS",,,,,,,0,249,84,136,26,30,35,180,3,233,132,1.57,Medium
ASUS,ROG Strix SCAR 18 G835LW-AI642W,Intel Core Ultra 9 275HX,Nvidia GeForce RTX 5080 16GB,64GB,2TB PCIe® 4.0 NVMe™ M.2 Performance SSD,"ROG Nebula HDR Display 18-inch 2.5K (2560 x 1600, WQXGA) 16:10 aspect ratio Mini LED Anti-glare display DCI-P3: 100% Refresh Rate: 240Hz G-Sync Pantone Validated MUX Switch + NVIDIA® Advanced Optimus Support Dolby Vision HDR : Yes",2560 x 1600,Windows® 11 Home,Chiclet keyboard with per-key RGB backlighting,4-cell 90Wh 4S1P lithium-ion battery,1080P FHD IR Camera for Windows Hello,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 3x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x 2.5G LAN port 2x Thunderbolt™ 5 with support for DisplayPort™ / power delivery / G-SYNC (data speed up to 120Gbps),399 x 298 x 23.5 ~ 32 mm,3.30 Kg,Off Black,1 year,4.305257136199681,"2.7 GHz (36MB Cache, up to 5.4 GHz, 24 cores, 24 Threads); Intel® AI Boost NPU up to 13TOPS",,,,,,,0,253,634,84,19,31,95,103,3,149,187,3.3,Medium
ASUS,ROG Zephyrus G14 GA403WR-GR320W,AMD Ryzen™ AI 9 HX 370,Nvidia GeForce RTX 5070 Ti,32GB,1TB PCIe® 4.0 NVMe™ M.2 SSD,14-inch 3K OLED 16:10 aspect ratio 120Hz,2880 x 1800,Windows11 Home,Backlit Chiclet Keyboard 1-Zone RGB,"73WHrs, 4S1P, 4-cell Li-ion",1080P FHD IR Camera for Windows Hello,1x Type-C USB 4 with support for DisplayPort™ / power delivery (data speed up to 40Gbps) 1x USB 3.2 Gen 2 Type-C with support for DisplayPort™ / power delivery / G-SYNC (data speed up to 10Gbps) 2x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x card re,311 x 220 x 15.9 x18.3 mm,1.57 Kg,Gray,1 Year,2.21407070214468,"2.0GHz (36MB Cache, up to 5.1GHz, 12 cores, 24 Threads); AMD XDNA™ NPU up to 50TOPS",,,,,,,0,249,84,49,26,30,35,180,3,233,132,1.57,Medium
ASUS,ROG Zephyrus G16 GU605CW-WH164W,Intel Core Ultra 9 285H,Nvidia GeForce RTX 5080 16GB,64GB LPDDR5X on board,2TB PCIe® 4.0 NVMe™ M.2 SSD,"ROG Nebula Display 16-inch 2.5K (2560 x 1600, WQXGA) OLED 16:10 aspect ratio OLED glossy display DCI-P3: 100% Refresh Rate: 240Hz G-Sync Pantone Validated MUX Switch + NVIDIA® Advanced Optimus Support Dolby Vision HDR : Yes",2560 x 1600,Windows 11 Home,Backlit Chiclet Keyboard 1-Zone RGB,"90WHrs, 4S1P, 4-cell Li-ion",1080P FHD IR Camera for Windows Hello,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 1x USB 3.2 Gen 2 Type-C support displayport / power delivery / G-SYNC 2x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x Thunderbolt™ 4 with support for DisplayPort™ / power delivery (data speed up to 40Gbps) 1x,354 x 246 x 14.9 ~ 17.4 mm,1.95 Kg,White,1 Year,3.8897841297913174,"2.9 GHz (24MB Cache, up to 5.4 GHz, 16 cores, 16 Threads); Intel® AI Boost NPU up to 13TOPS",,,,,,,0,253,627,136,19,19,35,192,3,132,195,1.95,Medium
Lenovo,LOQ 15IAX9,Intel Core i5-12600HX,Nvidia GeForce RTX 3050,12GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",1920x1080,DOS,"White Backlit, Arabic",60Wh,HD 720p with E-Shutter,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",359.86 x 258.7 x 21.9-23.9 mm,2.38 kg,Luna Grey,2 Years,-0.3880367369908991,"12C (4P + 8E) / 16T, P-core up to 4.6GHz, E-core up to 3.3GHz, 18MB",,,,,,,6,218,202,64,10,0,217,167,71,436,85,2.38,Low
MSI,Vector 16 HX A13VHG,Intel Core I9-13980HX,Nvidia GeForce RTX 4080 12GB,16GB Ram,1TB SSD,"16"" FHD+(1920 x 1200), 144Hz, IPS-level",1920 x 1200,Windows 11,Per-Key RGB gaming keyboard by SteelSeries,4-Cell 90 Battery (Whr),HD type (30fps@720p) 3D Noise Reduction (3DNR),1x Thunderbolt™ 4 (DisplayPort™) 1x Type-C (USB3.2 Gen2 / DisplayPort™) 1x Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0) 1x Type-A USB3.2 Gen1 1x Type-A USB3.2 Gen2 1x SD Express Card Reader 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45,357 x 284 x 22.20-28.55 mm,2.7 kg,Cosmos Gray,1 year,2.012483199435342,"36M Cache, up to 5.60 GHz",,,,,,,7,240,444,30,7,18,182,94,86,201,252,2.7,Medium
HP,Victus 16-R0328TX,Intel Core i7-13700HX,NVIDIA® GeForce RTX™ 4060 8GB,16 GB DDR5-4800 MT/s (2 x 8 GB),512 GB PCIe® Gen4 NVMe™ M.2 SSD,"40.9 cm (16.1"") diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",1920 x 1080,DOS,"Full-size, backlit, moonstone grey keyboard with numeric keypad","4-cell, 70 Wh Li-ion polymer",HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",357.9 x 255 x 23.5 mm,2.31 kg,Mica Silver,1 year,0.08128157104798803,"up to 5.0 GHz with Intel® Turbo Boost Technology, 30 MB L3 cache, 16 cores, 24 threads",,,,,,,3,143,618,68,5,0,135,112,90,45,419,2.31,Low
Dell,G15 5530,Intel Core i9-13900HX,Nvidia GeForce RTX 4060 8GB,"32GB DDR5, 2x16GB, 4800MT/s","1TB, M.2, PCIe NVMe, SSD","15.6"" FHD 165Hz, 3ms, sRGB-100%, ComfortViewPlus ,NVIDIA G-SYNC+DDS Display",1920 x 1080,Windows® 11 Home,US English Orange Backlit Keyboard with Numeric Keypad and G-Key,"6-Cell Battery, 86WHr (Integrated)",720P HD camera,1 headset (headphone and microphone combo) port 1 RJ45 Ethernet port 3 USB 3.2 Gen 1 ports 1 HDMI 2.1 port 1 USB-C 3.2 Gen 2 port with DisplayPort™,357.26 x 274.52 x 26.95 mm,2.81 kg,Dark Shadow Gray with Black thermal shelf,1 year,0.9537748845055508,"36 MB cache, 2 4 core, up to 5.40 GHz",,,,,,,2,236,185,36,5,31,213,158,24,67,251,2.81,Low
HP,Victus 16-R0049NIA,Intel Core i7-13700H,Nvidia GeForce RTX 4050 6GB,16 GB DDR5-5200 MT/s (2 x 8 GB),1 TB PCIe® Gen4 NVMe™ M.2 SSD,"40.9 cm (16.1"") diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",1920 x 1080,DOS,"Full-size, backlit, moonstone grey keyboard with numeric keypad","4-cell, 70 Wh Li-ion polymer",HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",369 x 259.4 x 22.9 mm,2.33 kg,"Mica silver, black chrome logo",1 year,-0.043360330874520944,"up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads",,,,,,,3,234,618,70,5,0,135,112,90,45,417,2.33,Low
Dell,G15 5530,Intel Core I7-13650HX,NVIDIA® GeForce RTX™ 4060,"16GB, 2x8GB, DDR5, 4800MHz","1TB, M.2, PCIe NVMe, SSD","15.6"" FHD 165Hz, 3 ms, sRGB-100%, ComfortViewPlus , NVIDIA G-SYNC+DDS Display",1920 x 1080,DOS,Arabic Qwerty 4-Zone RGB Backlit Keyboard with Numeric Keypad and G-Key,"6-Cell Battery, 86WHr (Integrated)",720P HD camera,1 headset (headphone and microphone combo) port 1 RJ45 Ethernet port 3 USB 3.2 Gen 1 ports 1 HDMI 2.1 port 1 USB-C 3.2 Gen 2 port with DisplayPort™,357.26 x 274.52 x 26.95 mm,2.81 kg,Grey,3 Years,0.38873159579017685,"24 MB cache, 14 core, up to 4.90 GHz",,,,,,,2,142,184,53,5,0,22,158,24,67,202,2.81,Low
HP,Victus 16-R0022NE,Intel Core i5-13500H,Nvidia GeForce RTX 4050 6GB,16 GB DDR5-5200 MT/s (2 x 8,512 GB PCIe® Gen4 NVMe™ M.2 SSD,"40.9 cm (16.1"") diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTS",1920 x 1080,DOS,"Full-size, backlit, moonstone grey keyboard with numeric keypad","4-cell, 70 Wh Li-ion poly",HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",369 x 259.4 x 22.9 mm,2.29 kg,"Mica silver, black chrome logo",1 Year,-0.23170809377964563,"up to 4.7 GHz with Intel® Turbo Boost Technology, 18 MB L3 cache, 12 cores, 16 threads",,,,,,,3,234,617,70,5,0,135,111,90,45,405,2.29,Low
HP,Victus 15-FA1006NE,Intel Core i7-13700H,Nvidia GeForce RTX 3050 6GB,16 GB DDR4-3200 MT/s (2 x 8 GB),512 GB PCIe® Gen4 NVMe™ M.2 SSD,"39.6 cm (15.6"") diagonal, FHD (1920 x 1080), 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",1920 x 1080,Windows 11 Home,"Full-size, backlit, performance blue keyboard with numeric keypad","4-cell, 70 Wh Li-ion polymer",HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-A 5Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (DisplayPort™ 1.4, HP Sleep and Charge); 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",357.9 x 255 x 23.5 mm,2.29 kg,Performance Blue,1 Year,-0.14182743339330303,"up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads",,,,,,,3,220,595,89,5,19,140,112,101,47,417,2.29,Low
Lenovo,Legion 5 15ITH6H,Intel Core I7-11800H,Nvidia GeForce RTX 3070 8GB,16GB 2x 8GB SO-DIMM DDR4-3200,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 165Hz, Dolby Vision®, G-SYNC®",1920 x 1080,Windows 11 Home,"4-Zone RGB Backlit, Arabic",Integrated 80Wh,HD 720p with E-Shutter,"1x HDMI® 2.1 1x USB 3.2 Gen 1 (Always On) 3x USB 3.2 Gen 1 1x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer and DisplayPort™ 1.4) 1x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery and DisplayPort™ 1.4) 1x Headphone / microphon",362.56 x 260.61 x 22.5-25.75 mm,2.4 kg,"Phantom Blue (Top), Shadow Black (Bottom)",1 Year,0.22747267290287745,"8C / 16T, 2.3 / 4.6GHz, 24MB",,,,,,,6,227,205,92,5,19,7,216,71,176,327,2.4,Low
Lenovo,Legion Pro 5 16IRX8,Intel Core I9-13900HX,Nvidia GeForce RTX 4050 6GB,16GB 2x 8GB SO-DIMM DDR5-5600,512GB SSD M.2 2280 PCIe® 4.0x4 NVMe®,"16"" WQXGA IPS 300nits Anti-glare, 100% sRGB, 165Hz, Dolby Vision®, G-SYNC®, Low Blue Light",2560 x 1600,DOS,"4-Zone RGB Backlit, Arabic",80Wh,FHD 1080p with E-shutter,"1x USB 3.2 Gen 1 (Always On) 3x USB 3.2 Gen 1 1x USB-C® 3.2 Gen 2 (support data transfer and DisplayPort™ 1.4) 1x USB-C® 3.2 Gen 2 (support data transfer, Lenovo® Power Delivery 140W and DisplayPort™ 1.4) 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microph",363.4 x 260.35 x 22.45-26.75 mm,2.55 kg,Onyx Grey,1 Year,0.6490946798060845,"24C (8P + 16E) / 32T, P-core 2.2 / 5.4GHz, E-core 1.6 / 3.9GHz, 36MB",,,,,,,6,234,463,86,19,0,7,187,52,281,208,2.55,Low
Lenovo,IdeaPad Pro 5 16IMH9,Intel Core Ultra 7 155H,Nvidia GeForce RTX 3050 6GB,16GB Soldered LPDDR5x-7467,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"16"" 2K (2048x1280) OLED 400nits Glossy, 100% DCI-P3, 120Hz, Eyesafe®, DisplayHDR™ True Black 500",2048 x 1280,Windows 11 Home,"Backlit, Arabic",84Wh,"FHD 1080p + IR with Privacy Shutter, ToF Sensor","1x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 1x USB-C® (USB 20Gbps / USB 3.2 Gen 2x2), with USB PD 3.0 and DisplayPort™ 2.1 1x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1 1x HDMI® 2.",356 x 251 x 17.5 mm,1.94 kg,Arctic Grey,1 Year,0.4736819765004735,"16C (6P + 8E + 2LPE) / 22T, Max Turbo up to 4.8GHz, 24MB",,,,,,,6,220,441,8,15,19,77,188,51,341,114,1.94,Low
Lenovo,Legion 5 15ACH6A,AMD Ryzen 7 5800H,AMD Radeon RX 6600M 8GB,16GB 2x 8GB SO-DIMM DDR4-3200,1TB SSD M.2 2280 PCIe® 3.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 165Hz, Dolby Vision®, FreeSync™",1920 x 1080,DOS,"Blue Backlit, Arabic",Integrated 80Wh,HD 720p with E-Shutter,"1x Ethernet (RJ-45) 1x HDMI® 2.1 1x Headphone / microphone combo jack (3.5mm) 1x Power connector 1x USB 3.2 Gen 1 (Always On) 1x USB-C® 3.2 Gen 2 (support data transfer and DisplayPort™ 1.4) 1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery and D",362.56 x 260.61 x 22.5-25.75 mm,2.4 kg,"Stingray (Top), Dove Grey (Bottom)",1 Year,-0.11260583194258149,"8C / 16T, 3.2 / 4.4GHz, 4MB L2 / 16MB L3",,,,,,,6,2,203,123,5,0,82,216,71,166,330,2.4,Low
ASUS,TUF Gaming F16 FX607VU-RL165W,Intel Core 5 210H,Nvidia GeForce RTX 4050 6GB,16GB Ram,512GB PCIe® 4.0 NVMe™ M.2 SSD,"16-inch, FHD+ 16:10 (1920 x 1200, WUXGA), Value IPS-level, Anti-glare display, Refresh Rate:144Hz, Response Time:7ms, G-Sync, MUX Switch + NVIDIA® Advanced Optimus",1920 x 1200,Windows 11 Home,"Non-backlit, Arabic","56WHrs, 4S1P, 4-cell Li-ion",720P HD camera,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps) 1x USB 3.2 Gen 2 Type-C with support for DisplayPort™ / power delivery / G-SYNC (data speed up to 10Gbps) 1x RJ45 LAN port 1x Thunderbolt™ 4 with support for Displa,354 x 251 x 22.1 ~ 26.7 mm,2.20 Kg,Mecha Gray,1 Year,-0.20954953343786625,"12MB Cache, up to 4.8 GHz, 8 cores, 12 Threads",,,,,,,0,234,518,66,7,19,170,147,24,134,103,2.2,Low
ASUS,TUF Gaming F15 FX507ZI4-LP34W,Intel Core I7-12700H,Nvidia GeForce RTX 4070 8GB,16GB DDR4-3200 SO-DIMM,512GB SSD,"15.6-inch, FHD IPS-level, Anti-glare Refresh Rate: 144Hz G-Sync support, MUX Switch, NVIDIA® Advanced Optimus",1920 x 1080,Windows 11 Home,"Non-backlit, Arabic","4-cell, 70 Wh Li-ion polymer",720P HD camera,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",357.9 x 255 x 23.5 mm,2.29 kg,Gray,1 Year,0.2613198738249454,14 cores (6 performance cores + 8 efficiency cores) Base Clock: 2.3 GHz Max Boost Clock: Up to 4.7 GHz Cache: 24MB,,,,,,,0,238,418,49,5,19,170,112,24,436,106,2.29,Low
Lenovo,Legion 5 16IRX9,Intel Core I9-14900HX,Nvidia GeForce RTX 4060 8GB,32GB 2x 16GB SO-DIMM DDR5-5600,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,"16"" WQXGA IPS 350nits Anti-glare, 100% sRGB, 165Hz, Dolby Vision®, G-SYNC®, Low Blue Light",2560 x 1600,Windows 11 Home,"4-Zone RGB Backlit, English (US)",80Wh,FHD 1080p with E-shutter,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60H",359.7 x 262.3 x 19.7-25.2 mm,2.36 kg,Luna Grey,1 Year,0.9122275838647146,"24C (8P + 16E) / 32T, P-core 2.2 / 5.8GHz, E-core 1.6 / 4.1GHz, 36MB",,,,,,,6,236,467,64,19,19,10,187,52,410,209,2.36,Low
MSI,Thin A15 B7UC,AMD Ryzen 7 7735HS,NVIDIA® GeForce RTX™ 3050 4GB,16GB DDR5 8GB*2,512GB NVMe PCIe SSD,"15.6"" FHD (1920x1080), 144Hz, IPS-Level",1920 x 1080,DOS,Single Backlit Keyboard (Blue),3-Cell 52.4 Battery (Whr),HD type (30fps@720p),1x Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0) 3x Type-A USB3.2 Gen1 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45,359 x 254 x 21.7 mm,1.86 kg,Cosmos Gray,2 Years,-0.35081035561670976,"up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads",,,,,,,7,110,181,30,5,0,195,30,85,229,417,1.86,Low
MSI,Thin 15 A B7VE,AMD Ryzen 7 7735HS,Nvidia GeForce RTX 4050 6GB,16GB DDR5 8GB*2,512GB NVMe PCIe SSD,"15.6"" FHD (1920x1080), 144Hz, IPS-Level",1920 x 1080,DOS,Single Backlit Keyboard (Blue),3-Cell 52.4 Battery (Whr),HD type (30fps@720p),1x Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0) 3x Type-A USB3.2 Gen1 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45,359 x 254 x 21.7 mm,1.86 kg,Cosmos Gray,2 Years,-0.31092494700150686,"up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads",,,,,,,7,234,181,30,5,0,195,30,85,229,417,1.86,Low
MSI,Thin 15 B12UCX,Intel Core i5-12450H,NVIDIA® GeForce RTX™ 2050,8GB DDR4-3200,512GB SSD slot (NVMe PCIe Gen4,"15.6"" FHD , 144Hz, IPS-Level",1920x1080,DOS,Single Backlit Keyboard (Blue),3-Cell 52.4 Battery (Whr),HD type (30fps@720p),1x Type-C (USB3.2 Gen1 / DisplayPort™) 3x Type-A USB3.2 Gen1 1x HDMI™ (4K @ 30Hz) 1x RJ45,359 x 254 x 21.7 mm,1.86 kg,Cosmos grey,2 Years,-0.5848601492267543,"up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads",,,,,,,7,105,183,32,10,0,195,30,85,217,417,1.86,Low
MSI,Thin 15 B13VE,Intel® Core™ i7-13620H,NVIDIA® GeForce RTX™ 4050,16GB DDR4-3200,512GB SSD slot (NVMe PCIe Gen4),"15.6"" Full HD , 144 Hz Refresh Rate, IPS-Level panel",1920x1080,DOS,Single Backlit Keyboard (Blue),3-Cell 52.4 Battery (Whr),HD type (30fps@720p),1x Type-C (USB3.2 Gen1 / DisplayPort™) 3x Type-A USB3.2 Gen1 1x HDMI™ (4K @ 30Hz) 1x RJ45,359 x 254 x 21.7 mm,1.86 kg,Cosmos grey,2 Years,-0.18185133301064202,"up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads",,,,,,,7,138,233,32,10,0,195,30,85,217,417,1.86,Low
